"","has_churned","time_since_first_purchase","time_since_last_purchase"
"1",0,-1.08922097075741,-0.721321502503284
"2",0,1.18298296955244,3.63443539211186
"3",0,-0.846156365415229,-0.427582261267635
"4",0,0.0869416473150251,-0.535671701160529
"5",0,-1.16664154875529,-0.672639999040073
"6",0,0.493399681803891,-0.770003005966496
"7",0,-0.303312080151029,-0.797231643496767
"8",0,0.206223351788502,1.14672805411893
"9",0,0.13015313270919,1.70450256837539
"10",0,0.399324677143677,-0.515869055683968
"11",0,-0.159273795503812,1.1739566916492
"12",0,1.0245408564405,-0.285663302018951
"13",0,0.10899750965163,-0.426757151039445
"14",0,-0.209237075490815,1.08236945632011
"15",0,0.597377318533601,2.56096698523664
"16",0,0.447037358933068,2.28538016902117
"17",0,0.988981404918223,-0.557949677321659
"18",0,0.802181754516363,1.41818931919345
"19",0,1.93018157115988,-0.853339139013688
"20",0,-0.811947272811515,-0.749375250261745
"21",0,0.203972753590889,-0.437483584005916
"22",0,0.285444408344471,-0.321968152059312
"23",0,0.600528156010259,0.823284844668442
"24",0,1.60069399502937,-0.663563786529982
"25",0,1.76588790273415,-0.847563367416358
"26",0,0.273291178077362,-0.0373051233337536
"27",0,0.497450758559594,1.34310428842816
"28",0,0.20937418926516,-0.722971722959664
"29",0,0.54426320106994,-0.441609135146866
"30",0,-0.0678995086807333,1.33650340660264
"31",0,0.636087607532541,-0.600030298959351
"32",0,0.890855323502306,3.09893885401653
"33",0,0.60953054880071,-0.631384487630572
"34",0,0.0338275298513638,-0.840137375362648
"35",0,0.35746355066808,1.06091659038717
"36",0,-0.725074182383662,0.136793134814342
"37",0,0.684700528600976,-0.557949677321659
"38",0,-1.04060804968897,-0.628909156946001
"39",0,1.20413859261,-0.453985788569716
"40",0,1.08755760597366,1.88685192880538
"41",0,0.575321456196996,-0.858289800382828
"42",0,0.148608037929615,0.702818751352699
"43",0,-0.490561850192411,0.566675563701345
"44",0,0.0765888956060064,-0.645411361509802
"45",0,0.257536990694073,-0.0463813358438438
"46",0,0.0774891348850515,-0.119816146152756
"47",0,-0.725074182383662,0.136793134814342
"48",0,1.99769951708827,1.08071923586373
"49",0,0.176065335940491,-0.496066410207407
"50",0,-0.621996784932997,-0.59260430690564
"51",0,-0.423944143543073,0.315016944103387
"52",0,-1.1868969325338,-0.709769959308624
