"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0358217693020035,2.947897303473,-0.113217890507523,-0.497908966462686,-2.0105109442053,1.06703329083287,0.49723258330828,0.193898641017905,0.248274240376464,-0.025111222613967
"2",-0.618632967890918,-1.06272800541479,0.55851566031032,1.42105067056342,-2.18215108499458,0.452900229408061,2.057645127323,1.16693879291641,-0.709912151665203,0.463343039416485
"3",0.582506774664636,0.26209698908491,-0.580094539721046,0.29088105227824,-0.520338973645876,1.08720446671749,0.338864074234698,-1.85505118650543,0.30545677522303,1.5765770288156
"4",0.824998554912312,0.97006616024177,0.875902363734333,-0.0165794606692867,0.853533206956708,-0.250227288754082,-1.74976966599404,0.142242769710209,-1.75661720740539,1.61548587886555
"5",-0.242031123670504,3.0314204472546,1.58862725831715,0.526635063765801,0.294147761916963,0.295669831776051,0.197269659817478,-0.969711568982607,0.473511000977827,-0.453786904492702
"6",-1.37710467459503,0.395323710230772,-0.807528493813525,-0.339148337941896,0.885315264418558,0.751844904020655,-0.0916136936352363,-1.52145318608905,0.621166674228989,-0.223898300490695
"7",-1.19696944004649,2.28033335515282,1.03488514029847,2.08293903580128,0.428703584823954,0.764405877540873,-0.730104520809319,-2.08232921730468,-2.11894505303843,0.0740065533503485
"8",1.08590631277004,-0.215619259709454,-0.126297834053543,-0.458855045744963,0.987172122051128,0.969463848320135,0.624153751815756,0.671818926907468,-0.592723482770401,-0.231464264588975
"9",0.900257453318905,-0.608621951302018,0.174834149059133,1.72209910487695,-0.180755869370626,0.897043519522675,0.61314624844527,-0.515549998728691,-0.142067737028221,1.14985131799395
"10",-0.210075222404912,-0.983884661924397,0.400190418723379,0.844980136689007,-0.817881441045783,-0.892933355917976,-1.29984639085052,1.548791001265,0.863072690121411,0.397436383298616
"11",0.271173953063188,1.16603621591104,0.344818044633113,3.17074455754561,-0.293363418530516,-0.188243297067498,-0.465367909469216,-0.389142941446131,2.01986685930873,-1.71221865377738
"12",0.625788958311995,0.445913919712138,0.254310817080242,2.7999379236189,0.492512255973851,0.993959800598236,-0.483988639638734,-0.530010802421604,-0.0897840998664868,-1.79376419138805
